No,Date,SO2,NOx,RSPM,SPM,AQI
736,14-07-2015,22,38,119,400,113
737,17-07-2015,19,39,113,364,109
738,21-07-2015,17,31,94,311,94
739,24-07-2015,16,29,91,283,91
740,28-07-2015,15,27,83,252,83
741,31-07-2015,13,25,79,234,79
742,04-08-2015,14,28,82,255,82
743,07-08-2015,14,29,85,267,85
744,11-08-2015,15,31,90,281,90
745,14-08-2015,16,33,93,292,93
746,18-08-2015,17,36,97,315,97
747,21-08-2015,18,38,99,331,99
748,25-08-2015,18,39,101,333,101
749,28-08-2015,19,41,105,345,103
750,01-09-2015,19,44,106,358,104
751,04-09-2015,20,46,110,344,107
752,08-09-2015,21,48,113,381,109
753,11-09-2015,23,56,119,417,113
754,15-09-2015,21,51,119,397,113
755,18-09-2015,22,53,123,410,115
756,22-09-2015,23,55,127,431,118
757,25-09-2015,24,59,131,451,121
758,29-09-2015,25,57,106,382,104
759,02-10-2015,22,50,105,382,103
760,06-10-2015,25,60,117,425,111
761,09-10-2015,27,69,130,483,120
762,13-10-2015,23,57,109,394,106
763,16-10-2015,24,61,112,423,108
764,20-10-2015,25,59,110,418,107
765,23-10-2015,26,64,114,444,109
766,27-10-2015,26,70,120,464,113
767,30-10-2015,27,74,124,488,116
768,03-11-2015,26,68,122,473,115
769,06-11-2015,30,87,138,592,125
770,17-11-2015,23,49,108,381,105
771,20-11-2015,22,45,108,369,105
772,24-11-2015,23,47,110,376,107
773,27-11-2015,23,48,115,387,110
774,01-12-2015,24,50,113,392,109
775,04-12-2015,24,52,117,407,111
776,08-12-2015,26,57,122,414,115
777,11-12-2015,28,60,126,494,117
778,15-12-2015,28,61,119,433,113
779,18-12-2015,29,63,122,445,115
780,22-12-2015,30,67,125,458,117
781,25-12-2015,31,69,129,469,119
782,29-12-2015,32,70,131,444,121
783,01-01-2016,33,73,135,467,123
784,05-01-2016,34,79,138,481,125
785,08-01-2016,35,80,142,499,128
786,12-01-2016,37,84,146,518,131
787,15-01-2016,38,85,150,541,133
788,19-01-2016,38,71,158,583,139
789,22-01-2016,39,66,152,549,135
790,26-01-2016,36,63,144,483,129
791,29-01-2016,34,59,135,453,123
792,02-02-2016,34,63,138,478,125
793,05-02-2016,33,66,142,503,128
794,09-02-2016,34,64,137,482,125
795,12-02-2016,33,61,128,455,119
796,16-02-2016,25,52,135,485,123
797,19-02-2016,26,53,142,506,128
798,23-02-2016,27,56,142,526,128
799,26-02-2016,27,58,147,556,131
800,01-03-2016,27,61,147,545,131
801,04-03-2016,24,50,122,462,115
802,08-03-2016,23,50,116,419,111
803,11-03-2016,23,51,122,415,115
804,15-03-2016,23,46,117,565,111
805,18-03-2016,23,48,122,547,115
806,22-03-2016,24,50,128,609,119
807,25-03-2016,25,51,129,628,119
808,29-03-2016,25,54,137,656,125
809,01-04-2016,26,57,143,683,129
810,05-04-2016,24,47,131,576,121
811,08-04-2016,24,49,138,612,125
812,12-04-2016,25,49,145,638,130
813,15-04-2016,26,51,149,669,133
814,19-04-2016,27,55,157,727,138
815,22-04-2016,28,57,163,751,142
816,26-04-2016,29,58,115,546,110
817,29-04-2016,30,60,121,619,114
818,03-06-2016,19,35,88,349,88
819,07-06-2016,22,39,85,352,85
820,10-06-2016,22,37,79,325,79
821,14-06-2016,25,48,102,440,101
822,17-06-2016,28,53,108,492,105
823,21-06-2016,29,51,113,496,109
824,24-06-2016,30,55,117,529,111
825,28-06-2016,18,35,83,256,83
826,01-07-2016,16,29,79,242,79
827,05-07-2016,14,25,75,219,75
828,08-07-2016,12,23,71,196,71
829,15-07-2016,15,29,83,250,83
830,19-07-2016,16,31,77,219,77
831,22-07-2016,17,35,81,250,81
832,26-07-2016,20,36,81,265,81
833,29-07-2016,22,37,88,314,88
834,09-08-2016,21,38,90,334,90
835,12-08-2016,22,40,94,346,94
836,16-08-2016,21,38,96,359,96
837,19-08-2016,23,41,100,403,100
838,23-08-2016,24,52,101,429,101
839,26-08-2016,21,46,92,365,92
840,30-08-2016,24,44,99,394,99
841,02-09-2016,25,45,102,416,101
842,06-09-2016,26,47,107,446,105
843,09-09-2016,27,50,110,463,107
844,13-09-2016,28,53,115,502,110
845,16-09-2016,25,46,96,392,96
846,20-09-2016,24,44,94,347,94
847,23-09-2016,24,46,97,384,97
848,27-09-2016,25,47,100,397,100
849,30-09-2016,27,49,103,410,102
850,04-10-2016,28,50,108,447,105
851,07-10-2016,30,52,112,473,108
852,11-10-2016,22,40,106,383,104
853,14-10-2016,26,47,110,415,107
854,18-10-2016,27,48,113,437,109
855,21-10-2016,28,49,118,463,112
856,25-10-2016,30,52,122,493,115
857,28-10-2016,35,60,131,548,121
858,01-11-2016,25,39,102,405,101
859,04-11-2016,25,39,99,406,99
860,08-11-2016,24,41,94,378,94
861,11-11-2016,26,44,101,419,101
862,15-11-2016,28,43,100,390,100
863,18-11-2016,27,44,105,447,103
864,22-11-2016,29,46,109,506,106
865,25-11-2016,30,48,115,540,110
866,29-11-2016,32,50,119,589,113
867,02-12-2016,33,52,124,642,116
868,06-12-2016,36,67,128,671,119
